HEROP_ID,FIPS,DmyBlckBlt,TotPop,TotUnits,Age15_44,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,DisbP,PovP,UnempP,VacantP,Ovr16P,Ovr18P,Ovr21P,Age15_44P,WhiteE,BlackE,MaleP,FemP,SRatio,SRatio18,SRatio65,HisE,HisP,AmIndE,AsianE,PacIsE,EduHsP,EduNoHsP,BachelorsP,GradSclP,SomeCollegeP,ChildrenP,Ovr16,Ovr18,Ovr21,Ovr65
050US48335,48335,0,9698,4168,4512,15.14,74.52,12.81,31.03,0.41,0.36,0.02,11.9,28,17.67,3.8,31.93,83.25,80.19,74.94,46.53,7227.0,1242.0,61.44,38.56,159.3,174.42,73.93,3009.0,31.03,40.0,35.0,2.0,41.03,28.28,7.93,2.52,10.46,19.81,8074.0,7777.0,7268.0,1468.0
050US48337,48337,0,19117,9862,6776,19.79,95.95,0.18,5.41,0.74,0.26,0.03,2.88,41,13.97,5.6,21.21,78.93,76.0,72.65,35.44,18343.0,34.0,48.05,51.95,92.48,89.81,71.92,1035.0,5.41,141.0,49.0,5.0,35.37,27.04,8.29,3.04,17.82,24.0,15089.0,14528.0,13889.0,3784.0
050US48339,48339,0,293768,112770,128250,8.7,88.25,3.49,12.65,0.47,1.11,0.03,6.68,31,9.39,4.54,8.4,73.8,70.49,66.74,43.66,262340.094133409,11228.1269937052,49.61,50.39,98.43,95.4,73.71,38878.0748296319,13.0,1397.42679391562,3530.49455298482,105.233144483085,27.28,18.52,17.69,7.63,20.66,29.52,220675.812331904,210764.567160053,199566.946035056,25938.2845222195
050US48341,48341,0,20121,7478,8730,10.56,63.93,0.69,47.5,0.67,0.86,0.03,33.85,27,13.49,4.35,9.41,70.3,66.44,62.31,43.39,12864.0,139.0,50.15,49.85,100.61,97.4,73.81,9558.0,47.5,134.0,173.0,6.0,28.51,37.86,7.67,3.38,13.92,33.56,14145.0,13368.0,12537.0,2124.0
050US48343,48343,0,13048,6017,4790,18.29,71.71,24.13,3.66,0.53,0.18,0.06,3.46,46,18.28,6.52,13.33,77.9,74.79,70.99,36.71,9357.0,3148.0,48.11,51.89,92.7,87.42,72.15,477.0,3.66,69.0,23.0,8.0,34.4,26.34,7.6,3.57,19.1,25.21,10164.0,9759.0,9263.0,2386.0
050US48345,48345,0,1426,839,461,23.7,87.38,3.51,12.13,0.63,0.14,0.14,8.35,46,19.44,2.18,27.77,79.52,76.02,73.21,32.33,1246.0,50.0,50.42,49.58,101.7,92.88,73.33,173.0,12.13,9.0,2.0,2.0,33.64,26.55,10.64,4.05,15.5,23.98,1134.0,1084.0,1044.0,338.0
050US48347,48347,0,59203,25051,28879,12.11,75.0,16.74,11.25,0.39,0.7,0.07,7.18,35,23.32,10.71,12.16,78.69,76.0,66.24,48.78,44405.0,9908.0,48.18,51.82,92.96,88.99,70.72,6660.0,11.25,229.0,412.0,40.0,27.29,26.35,13.65,9.14,16.82,24.0,46589.0,44995.0,39216.0,7167.0
050US48349,48349,0,45124,18449,18823,14.38,70.84,16.79,15.76,0.46,0.47,0.33,11.43,46,18.15,7.78,10.61,76.17,72.76,67.35,41.71,31966.0,7577.0,49.23,50.77,96.95,92.74,64.56,7113.0,15.76,209.0,214.0,150.0,32.71,28.32,7.88,4.35,19.69,27.24,34369.0,32830.0,30392.0,6487.0
050US48351,48351,0,15072,7331,6140,14.16,75.84,20.69,3.79,0.63,0.27,0.03,2.57,49,19.09,10.51,23.84,77.3,73.83,69.72,40.74,11431.0,3118.0,51.01,48.99,104.12,102.75,82.71,571.0,3.79,95.0,40.0,5.0,45.45,31.27,3.73,1.79,11.52,26.17,11651.0,11127.0,10508.0,2134.0
050US48353,48353,0,15802,7112,6163,16.36,78.45,4.68,28.04,0.49,0.24,0.06,16.14,42,21.68,6.39,13.25,76.23,72.91,68.52,39.0,12397.0,739.0,48.65,51.35,94.73,91.73,71.08,4431.0,28.04,77.0,38.0,9.0,32.03,30.14,9.49,3.68,17.17,27.09,12046.0,11521.0,10828.0,2585.0
050US48355,48355,0,313372,123041,138846,11.16,72.03,4.24,55.78,0.64,1.16,0.07,21.94,39,18.19,7.64,10.3,74.94,71.59,66.79,44.31,225912.0,13307.0,48.94,51.06,95.83,92.52,71.03,174951.0,55.78,1994.0,3632.0,230.0,25.03,25.63,11.95,6.83,21.52,28.41,235061.0,224528.0,209490.0,35005.0
050US48357,48357,0,9006,3769,3856,11.66,86.2,0.13,31.79,0.94,0.39,0.01,12.34,30,12.96,4.62,13.48,72.97,69.44,65.66,42.82,7763.0,12.0,49.94,50.06,99.78,96.85,70.73,2863.0,31.79,85.0,35.0,1.0,27.44,30.77,12.88,3.2,18.6,30.56,6572.0,6254.0,5913.0,1050.0
050US48359,48359,0,2185,815,868,11.26,90.66,1.88,11.03,1.28,0.37,0.0,5.81,32,19.77,6.95,9.82,71.03,64.99,61.42,39.73,1981.0,41.0,51.95,48.05,108.1,90.6,76.98,241.0,11.03,28.0,8.0,0.0,27.04,19.52,15.52,3.92,22.08,35.01,1552.0,1420.0,1342.0,246.0
050US48361,48361,0,84966,34781,35616,12.68,87.98,8.38,3.62,0.56,0.78,0.03,2.3,41,13.75,7.89,9.03,76.12,72.71,68.59,41.92,74749.0,7124.0,49.07,50.93,96.36,92.64,73.81,3073.0,3.62,473.0,664.0,25.0,38.75,20.95,8.21,2.78,19.74,27.29,64678.0,61783.0,58274.0,10776.0
050US48363,48363,0,27026,14102,10436,16.39,88.19,2.32,13.57,0.67,0.53,0.03,8.29,44,15.88,5.1,24.88,77.1,74.02,70.22,38.61,23835.0,626.0,49.15,50.85,96.67,92.35,74.37,3667.0,13.57,182.0,142.0,8.0,31.79,28.76,8.06,4.04,18.68,25.98,20837.0,20004.0,18977.0,4429.0
050US48365,48365,0,22756,10524,8920,15.81,78.78,17.67,3.51,0.36,0.24,0.0,2.95,44,14.13,6.37,16.18,78.06,74.77,69.88,39.2,17927.0,4021.0,47.99,52.01,92.26,87.08,63.62,798.0,3.51,82.0,55.0,1.0,34.79,24.14,8.78,4.65,20.49,25.23,17764.0,17015.0,15901.0,3598.0
050US48367,48367,0,88495,34084,37753,10.53,92.61,1.79,7.02,0.67,0.35,0.02,4.58,31,8.29,4.2,8.66,75.71,72.48,68.5,42.66,81955.0,1586.0,50.99,49.01,104.06,102.11,79.85,6211.0,7.02,596.0,306.0,21.0,30.38,19.54,12.54,6.07,22.31,27.52,66996.0,64139.0,60619.0,9318.0
050US48369,48369,0,10016,3732,4050,12.72,66.01,1.01,49.19,0.76,0.32,0.04,31.9,31,16.97,5.31,10.99,70.97,67.1,62.61,40.44,6612.0,101.0,49.48,50.52,97.94,93.86,68.97,4927.0,49.19,76.0,32.0,4.0,25.41,39.26,10.07,3.34,13.84,32.9,7108.0,6721.0,6271.0,1274.0
050US48371,48371,0,16809,6338,7863,10.83,75.85,4.39,61.05,0.42,0.51,0.01,18.83,40,20.43,5.65,18.7,76.51,72.34,65.85,46.78,12749.0,738.0,55.18,44.82,123.14,132.06,89.29,10262.0,61.05,71.0,86.0,1.0,29.42,37.51,7.83,5.09,13.26,27.66,12860.0,12160.0,11068.0,1821.0
050US48373,48373,0,41133,21177,16044,17.96,79.64,13.17,9.39,1.74,0.38,0.01,5.07,46,17.37,6.69,28.61,79.77,77.06,73.55,39.01,32760.0,5416.0,52.09,47.91,108.72,109.48,82.87,3861.0,9.39,717.0,156.0,3.0,36.51,29.96,7.05,3.39,14.61,22.94,32811.0,31698.0,30252.0,7386.0
050US48375,48375,0,113546,44598,51656,11.72,68.6,9.96,28.11,0.87,2.49,0.04,18.07,39,19.2,7.05,8.61,74.89,71.99,67.04,45.49,77890.0,11308.0,50.22,49.78,100.87,100.2,64.79,31921.0,28.11,993.0,2832.0,43.0,29.27,28.93,8.71,4.81,19.56,28.01,85039.0,81747.0,76125.0,13302.0
050US48377,48377,0,7304,3299,2858,13.92,84.95,0.27,84.36,0.27,0.08,0.01,14.42,46,36.36,12.98,23.31,71.15,67.29,63.21,39.13,6205.0,20.0,48.54,51.46,94.31,91.99,92.98,6162.0,84.36,20.0,6.0,1.0,19.92,55.31,6.76,4.93,10.06,32.71,5197.0,4915.0,4617.0,1017.0
050US48379,48379,0,9139,4523,3390,16.1,91.91,2.92,5.53,0.82,0.34,0.04,4.0,50,14.85,6.13,20.03,79.39,76.24,72.67,37.09,8400.0,267.0,49.94,50.06,99.76,96.45,81.83,505.0,5.53,75.0,31.0,4.0,37.49,27.02,7.45,4.02,15.78,23.76,7255.0,6968.0,6641.0,1471.0
050US48381,48381,0,104312,43261,46231,11.9,90.44,1.5,10.27,0.65,1.03,0.03,6.39,27,8.07,4.23,4.67,77.09,73.91,68.67,44.32,94340.0,1564.0,48.63,51.37,94.67,91.17,75.19,10718.0,10.27,674.0,1073.0,31.0,23.37,10.48,19.57,9.34,27.15,26.09,80416.0,77100.0,71631.0,12414.0
050US48383,48383,0,3326,1452,1429,10.28,64.64,3.01,49.49,0.54,0.27,0.0,31.54,24,11.83,3.3,23.76,71.14,65.81,62.15,42.96,2150.0,100.0,50.12,49.88,100.48,100.46,82.89,1646.0,49.49,18.0,9.0,0.0,29.87,36.98,6.39,2.76,16.42,34.19,2366.0,2189.0,2067.0,342.0
050US48385,48385,0,3047,2007,957,20.81,91.4,0.2,22.58,0.62,0.2,0.03,7.58,50,21.23,3.64,37.97,79.46,76.57,73.38,31.41,2785.0,6.0,49.46,50.54,97.86,95.72,87.57,688.0,22.58,19.0,6.0,1.0,28.23,27.02,12.88,4.37,19.16,23.43,2421.0,2333.0,2236.0,634.0
050US48387,48387,0,14314,6916,5245,19.66,78.04,17.8,4.67,0.59,0.12,0.01,3.45,51,17.35,5.89,15.75,79.1,76.15,72.33,36.64,11170.0,2548.0,48.17,51.83,92.94,89.76,70.86,669.0,4.67,85.0,17.0,1.0,33.68,34.3,5.29,3.67,16.12,23.85,11323.0,10900.0,10353.0,2814.0
050US48389,48389,0,13137,5043,5624,12.61,79.33,2.1,73.38,0.51,0.35,0.01,17.71,39,28.89,12.4,18.88,74.47,70.14,64.95,42.81,10421.0,276.0,52.83,47.17,111.99,115.38,88.61,9640.0,73.38,67.0,46.0,1.0,24.86,53.37,4.86,3.13,7.76,29.86,9783.0,9214.0,8532.0,1656.0
050US48391,48391,0,7828,3669,2992,16.62,80.22,6.77,44.58,0.56,0.29,0.05,12.15,41,17.78,4.93,18.64,77.1,73.89,69.98,38.22,6280.0,530.0,48.94,51.06,95.85,92.42,72.09,3490.0,44.58,44.0,23.0,4.0,32.54,31.87,7.53,4.04,16.96,26.11,6035.0,5784.0,5478.0,1301.0
050US48393,48393,0,887,449,309,14.43,96.51,0.34,3.16,0.56,0.11,0.0,2.48,26,7.16,1.29,19.38,78.92,74.97,71.93,34.84,856.0,3.0,50.06,49.94,100.23,97.33,85.51,28.0,3.16,5.0,1.0,0.0,28.57,9.95,20.06,5.3,26.81,25.03,700.0,665.0,638.0,128.0
050US48395,48395,0,16000,7874,5851,16.97,66.2,24.19,14.74,0.43,0.16,0.05,9.02,47,20.64,6.19,21.53,74.91,71.78,68.06,36.57,10592.0,3871.0,47.65,52.35,91.02,87.69,70.22,2359.0,14.74,68.0,26.0,8.0,35.89,31.87,7.93,4.77,14.44,28.22,11985.0,11485.0,10890.0,2715.0
050US48397,48397,0,43080,15351,18626,8.56,89.17,3.24,11.07,0.4,1.32,0.05,5.87,23,4.68,1.82,5.35,73.29,69.93,66.52,43.24,38414.0,1396.0,50.2,49.8,100.8,96.87,72.65,4771.0,11.07,173.0,568.0,23.0,22.89,13.28,22.39,10.26,22.75,30.07,31574.0,30127.0,28658.0,3686.0
050US48399,48399,0,11495,5400,4160,19.54,81.44,1.4,29.33,0.53,0.32,0.02,16.31,44,19.17,5.71,18.0,76.6,73.06,69.7,36.19,9361.0,161.0,48.16,51.84,92.9,87.08,66.12,3372.0,29.33,61.0,37.0,2.0,35.22,31.09,9.8,3.33,13.69,26.94,8805.0,8398.0,8012.0,2246.0
050US48401,48401,0,47372,19867,19420,15.65,74.89,19.21,8.44,0.35,0.24,0.01,5.31,42,14.64,5.47,12.6,78.3,75.11,71.17,40.99,35477.0,9102.0,50.99,49.01,104.04,103.11,71.53,3998.0,8.44,165.0,113.0,3.0,32.97,25.91,8.04,4.74,19.29,24.89,37093.0,35581.0,33717.0,7412.0
050US48403,48403,1,10469,7659,3212,24.93,87.85,9.92,1.81,0.41,0.09,0.03,1.73,51,15.93,9.17,41.44,81.56,78.88,76.37,30.68,9197.0,1039.0,48.29,51.71,93.37,92.72,91.21,189.0,1.81,43.0,9.0,3.0,37.69,27.54,6.62,4.01,14.68,21.12,8539.0,8258.0,7995.0,2610.0
050US48405,48405,0,8946,5356,3050,21.38,69.26,27.95,3.58,0.2,0.2,0.0,2.39,51,21.18,6.96,33.25,79.21,76.26,72.88,34.09,6196.0,2500.0,47.93,52.07,92.06,85.89,71.88,320.0,3.58,18.0,18.0,0.0,38.64,30.09,6.43,5.42,12.39,23.74,7086.0,6822.0,6520.0,1913.0
050US48407,48407,0,22246,11520,8229,15.94,83.64,12.64,4.87,0.46,0.28,0.07,2.98,49,18.82,7.46,24.9,78.01,74.83,71.23,36.99,18606.0,2813.0,50.12,49.88,100.49,97.38,90.13,1084.0,4.87,102.0,63.0,16.0,38.56,27.41,6.35,3.21,15.34,25.17,17354.0,16647.0,15846.0,3546.0
050US48409,48409,0,67138,24864,29356,10.49,76.76,2.81,49.42,0.7,0.63,0.11,19.1,37,18.02,7.23,11.14,72.56,68.9,64.23,43.72,51533.0,1885.0,50.13,49.87,100.5,98.26,77.99,33181.0,49.42,472.0,426.0,76.0,29.79,28.57,9.18,3.85,18.75,31.1,48714.0,46260.0,43121.0,7045.0
050US48411,48411,0,6186,2951,2322,20.3,84.5,2.73,21.55,1.07,0.11,0.0,11.59,38,16.61,3.69,22.43,78.48,72.1,66.59,37.54,5227.0,169.0,51.79,48.21,107.44,97.08,72.53,1333.0,21.55,66.0,7.0,0.0,31.17,30.0,10.56,5.28,15.01,27.9,4855.0,4460.0,4119.0,1256.0
050US48413,48413,0,2935,1371,1092,16.42,76.59,1.53,43.54,0.07,0.17,0.03,21.64,45,21.52,1.77,18.67,76.05,72.06,67.97,37.21,2248.0,45.0,49.71,50.29,98.85,94.93,81.2,1278.0,43.54,2.0,5.0,1.0,20.54,39.62,13.7,3.87,16.62,27.94,2232.0,2115.0,1995.0,482.0
050US48415,48415,0,16361,7112,6885,15.44,81.27,6.06,27.77,0.53,0.23,0.0,11.92,31,15.98,6.03,19.07,78.41,74.84,69.04,42.08,13296.0,991.0,51.89,48.11,107.84,109.53,70.1,4544.0,27.77,87.0,37.0,0.0,31.91,27.68,7.36,4.47,19.95,25.16,12828.0,12245.0,11296.0,2526.0
050US48417,48417,0,3302,1613,1203,18.23,94.22,0.48,7.6,0.42,0.0,0.0,4.88,34,13.58,1.85,19.4,76.77,73.32,70.05,36.43,3111.0,16.0,47.4,52.6,90.1,85.52,63.59,251.0,7.6,14.0,0.0,0.0,32.64,20.8,15.49,5.36,18.69,26.68,2535.0,2421.0,2313.0,602.0
050US48419,48419,0,25224,11955,9864,16.58,72.65,19.44,9.87,0.36,0.23,0.02,7.33,46,19.4,5.2,19.74,76.47,73.41,69.39,39.11,18324.0,4903.0,48.02,51.98,92.39,89.23,66.51,2489.0,9.87,92.0,57.0,6.0,35.49,31.06,7.64,4.56,14.56,26.59,19288.0,18518.0,17502.0,4181.0
050US48421,48421,0,3186,1275,1239,13.62,82.49,0.53,27.43,0.66,0.03,0.0,16.29,21,16.15,4.52,11.84,72.25,68.61,65.35,38.89,2628.0,17.0,50.63,49.37,102.54,95.7,74.3,874.0,27.43,21.0,1.0,0.0,26.88,26.93,17.02,3.35,18.09,31.39,2302.0,2186.0,2082.0,434.0
050US48423,48423,0,174706,71701,73156,14.08,72.61,19.06,11.17,0.43,0.7,0.03,7.21,38,13.78,6.53,8.38,76.48,73.39,68.59,41.87,126853.0,33298.0,47.94,52.06,92.09,87.9,69.66,19521.0,11.17,746.0,1218.0,47.0,24.84,19.79,15.32,7.23,24.25,26.61,133623.0,128208.0,119836.0,24602.0
050US48425,48425,0,6809,2750,2747,13.32,92.19,0.28,13.44,0.69,0.26,0.01,6.58,24,8.56,4.71,11.35,75.19,71.58,67.85,40.34,6277.0,19.0,49.9,50.1,99.62,95.9,70.81,915.0,13.44,47.0,18.0,1.0,32.34,22.03,11.02,6.18,18.0,28.42,5120.0,4874.0,4620.0,907.0
050US48427,48427,0,53597,17589,23685,8.21,87.92,0.15,97.54,0.25,0.28,0.04,11.41,51,50.89,20.88,18.07,66.62,62.61,57.39,44.19,47120.0,79.0,48.5,51.5,94.16,88.08,77.16,52278.0,97.54,133.0,151.0,22.0,16.9,65.3,3.75,3.18,7.04,37.39,35706.0,33555.0,30758.0,4399.0
050US48429,48429,0,9674,4893,3828,17.67,86.89,2.92,14.66,0.35,0.29,0.02,9.55,43,15.62,3.73,25.18,78.73,75.59,70.98,39.57,8406.0,282.0,50.81,49.19,103.28,103.03,73.5,1418.0,14.66,34.0,28.0,2.0,29.33,27.68,8.04,5.32,19.8,24.41,7616.0,7313.0,6867.0,1709.0
050US48431,48431,0,1393,633,586,14.64,85.71,0.07,31.01,0.29,0.0,0.07,13.93,32,16.83,2.01,18.96,75.23,71.28,67.91,42.07,1194.0,1.0,49.1,50.9,96.47,95.86,77.39,432.0,31.01,4.0,0.0,1.0,27.95,29.59,12.23,4.91,18.23,28.72,1048.0,993.0,946.0,204.0
050US48433,48433,0,1693,936,586,23.98,88.25,2.95,11.75,0.35,0.35,0.0,8.09,42,19.32,2.98,23.82,81.57,77.2,73.36,34.61,1494.0,50.0,47.37,52.63,90.01,91.08,71.31,199.0,11.75,6.0,6.0,0.0,37.9,28.98,10.16,2.48,10.82,22.8,1381.0,1307.0,1242.0,406.0
050US48435,48435,0,4077,1998,1622,12.46,75.28,0.25,51.66,0.42,0.17,0.0,23.89,38,17.96,3.49,24.17,75.13,71.23,67.94,39.78,3069.0,10.0,49.87,50.13,99.46,95.95,77.62,2106.0,51.66,17.0,7.0,0.0,29.79,35.64,10.07,2.96,16.26,28.77,3063.0,2904.0,2770.0,508.0
050US48437,48437,0,8378,3315,3427,15.95,71.75,5.85,35.22,0.54,0.16,0.02,21.71,41,17.36,5.8,11.76,75.4,72.09,67.41,40.9,6011.0,490.0,52.2,47.8,109.19,111.26,80.3,2951.0,35.22,45.0,13.0,2.0,30.98,30.31,13.1,3.13,13.75,27.91,6317.0,6040.0,5648.0,1336.0
050US48439,48439,0,1446219,565830,692444,8.34,71.23,12.8,19.73,0.57,3.64,0.16,11.75,30,10.59,4.55,5.65,74.85,71.89,67.63,47.88,1030208.0,185143.0,49.51,50.49,98.05,95.59,67.3,285290.0,19.73,8300.0,52594.0,2252.0,23.55,18.68,18.77,7.85,23.1,28.11,1082451.0,1039747.0,978137.0,120585.0
050US48441,48441,0,126555,52056,58717,12.42,80.61,6.73,17.64,0.58,1.25,0.07,10.83,36,14.55,8.24,9.19,76.56,73.4,66.91,46.4,102016.0,8517.0,48.47,51.53,94.06,91.06,65.88,22328.0,17.64,733.0,1577.0,85.0,28.44,18.77,14.86,7.6,22.16,26.6,96885.0,92895.0,84683.0,15715.0
050US48443,48443,0,1081,991,365,17.58,88.34,0.0,48.57,1.67,0.65,0.0,9.34,43,25.21,5.28,55.3,76.6,73.45,70.95,33.77,955.0,0.0,50.79,49.21,103.2,101.52,95.88,525.0,48.57,18.0,7.0,0.0,27.45,29.08,15.22,3.8,20.65,26.55,828.0,794.0,767.0,190.0
050US48445,48445,0,12761,5087,5342,14.58,76.55,5.0,44.09,0.53,0.22,0.02,17.7,33,23.25,5.71,15.9,75.3,71.65,67.14,41.86,9769.0,638.0,51.92,48.08,108.0,109.46,72.16,5626.0,44.09,67.0,28.0,3.0,31.86,37.45,7.08,2.44,13.05,28.35,9609.0,9143.0,8568.0,1861.0
050US48447,48447,0,1850,1066,619,20.54,92.11,0.05,9.35,0.43,0.05,0.0,7.35,39,13.47,4.4,28.24,78.54,74.81,71.89,33.46,1704.0,1.0,49.3,50.7,97.23,93.03,72.73,173.0,9.35,8.0,1.0,0.0,33.49,22.64,13.84,4.32,16.04,25.19,1453.0,1384.0,1330.0,380.0
050US48449,48449,0,28118,10675,11973,12.52,70.15,10.7,28.31,0.58,0.43,0.02,18.14,39,18.49,5.85,10.52,72.91,69.71,65.24,42.58,19724.0,3008.0,49.43,50.57,97.76,94.0,66.23,7960.0,28.31,162.0,122.0,5.0,29.4,34.52,8.47,4.68,15.56,30.29,20500.0,19600.0,18344.0,3519.0
050US48451,48451,0,104010,43916,46415,13.43,79.08,4.13,30.71,0.65,0.86,0.07,15.28,37,15.2,7.4,10.05,77.15,73.92,67.63,44.63,82246.0,4298.0,48.38,51.62,93.73,89.85,68.81,31946.0,30.71,679.0,893.0,73.0,28.58,23.75,14.09,5.42,19.93,26.08,80241.0,76879.0,70342.0,13969.0
050US48453,48453,0,812280,335881,446188,6.75,68.21,9.26,28.2,0.58,4.47,0.07,17.48,25,12.53,4.09,4.5,78.67,76.2,70.29,54.93,558731.384782791,75537.1666619994,51.19,48.81,104.88,104.47,69.95,230023.313901435,28.12,4709.63630399213,36435.6207299364,563.492024947293,17.37,15.29,26.07,14.5,20.85,23.75,643518.189717043,623307.698724232,574925.950369449,55241.1911452312
050US48455,48455,0,13779,8141,4646,22.0,83.75,11.92,4.85,0.41,0.23,0.01,3.69,53,17.63,6.75,29.7,80.01,77.11,73.66,33.72,11540.0,1642.0,48.34,51.66,93.58,90.69,84.32,668.0,4.85,57.0,32.0,2.0,39.56,26.87,6.47,2.92,15.97,22.89,11024.0,10625.0,10150.0,3032.0
050US48457,48457,0,20871,10419,8238,17.83,83.79,11.96,3.56,0.43,0.2,0.02,3.62,48,15.79,6.39,25.38,79.85,76.82,73.49,39.47,17487.0,2497.0,51.67,48.33,106.93,108.23,83.17,742.0,3.56,90.0,41.0,4.0,41.42,28.14,5.83,3.85,13.5,23.18,16665.0,16034.0,15338.0,3722.0
050US48459,48459,0,35291,14930,14045,14.3,85.7,10.15,3.95,0.63,0.18,0.06,3.33,43,14.9,5.22,10.98,76.45,73.02,69.07,39.8,30246.0,3582.0,48.85,51.15,95.52,91.05,72.42,1394.0,3.95,224.0,65.0,20.0,36.31,23.66,7.45,3.61,20.05,26.98,26980.0,25771.0,24377.0,5045.0
050US48461,48461,0,3404,1609,1340,14.16,77.79,1.62,42.57,1.2,0.03,0.06,19.36,42,19.92,5.5,21.94,75.12,70.68,65.98,39.37,2648.0,55.0,48.94,51.06,95.86,93.25,76.56,1449.0,42.57,41.0,1.0,2.0,34.13,32.93,7.99,3.79,13.16,29.32,2557.0,2406.0,2246.0,482.0
050US48463,48463,0,25926,10166,10446,13.63,75.68,0.36,65.91,0.68,0.39,0.08,22.89,41,24.28,6.65,15.81,72.2,68.64,63.73,40.29,19621.0,93.0,48.71,51.29,94.96,90.71,76.44,17089.0,65.91,176.0,101.0,22.0,22.38,40.44,9.71,4.09,17.28,31.36,18718.0,17795.0,16523.0,3534.0
050US48465,48465,0,44856,16288,19055,10.95,76.36,1.54,75.46,0.68,0.55,0.05,20.87,36,26.13,11.29,13.12,71.28,67.94,63.76,42.48,34251.0,690.0,49.24,50.76,97.0,93.2,80.69,33849.0,75.46,306.0,248.0,23.0,24.76,41.34,8.85,5.28,13.97,32.06,31973.0,30474.0,28598.0,4913.0
050US48467,48467,0,48140,20896,17999,17.05,91.96,2.94,6.65,0.62,0.18,0.03,4.3,44,13.3,5.93,12.93,77.69,74.45,70.92,37.39,44268.0,1416.0,49.23,50.77,96.96,93.66,75.49,3201.0,6.65,298.0,88.0,14.0,34.4,27.96,7.56,4.02,17.44,25.55,37401.0,35841.0,34140.0,8206.0
050US48469,48469,0,84088,32945,35748,11.96,74.22,6.3,39.2,0.53,0.77,0.04,18.18,34,12.94,4.66,8.72,74.3,70.86,66.45,42.51,62406.0,5297.0,48.69,51.31,94.9,91.69,71.51,32959.0,39.2,444.0,651.0,34.0,29.09,23.76,10.96,5.28,22.0,29.14,62480.0,59586.0,55873.0,10059.0
050US48471,48471,0,61758,21099,35488,8.95,69.12,23.88,14.11,0.35,0.77,0.05,5.88,25,18.38,8.78,13.25,84.39,82.0,70.9,57.46,42686.0,14747.0,60.18,39.82,151.1,161.85,80.59,8712.0,14.11,219.0,475.0,31.0,31.61,26.94,11.75,6.58,15.34,18.0,52115.0,50642.0,43789.0,5526.0
050US48473,48473,0,32663,11955,15976,9.37,57.83,29.25,19.42,0.49,0.38,0.02,12.06,34,16.0,13.77,11.69,77.34,74.33,64.42,48.91,18889.0,9553.0,49.68,50.32,98.72,96.11,74.5,6344.0,19.42,159.0,124.0,6.0,31.43,26.14,11.0,5.75,17.9,25.67,25261.0,24277.0,21042.0,3059.0
050US48475,48475,0,10909,4832,4405,14.28,79.79,4.61,41.98,0.66,0.28,0.03,14.66,38,17.93,8.39,17.96,74.85,69.42,65.02,40.38,8704.0,503.0,49.95,50.05,99.8,92.31,83.08,4580.0,41.98,72.0,31.0,3.0,34.49,29.92,7.88,4.48,14.53,30.58,8165.0,7573.0,7093.0,1558.0
050US48477,48477,0,30373,13241,12465,16.86,74.68,18.66,8.71,0.27,1.21,0.0,5.18,33,12.9,4.34,14.49,78.45,75.29,68.45,41.04,22682.0,5669.0,48.65,51.35,94.74,92.14,68.68,2647.0,8.71,81.0,367.0,1.0,28.51,27.94,13.7,5.3,19.06,24.71,23827.0,22868.0,20789.0,5121.0
050US48479,48479,0,193117,55206,89114,7.59,82.16,0.37,94.28,0.47,0.43,0.02,16.56,36,31.17,9.34,8.09,67.49,63.82,58.58,46.15,158670.0,713.0,48.17,51.83,92.92,87.9,66.19,182070.0,94.28,912.0,833.0,48.0,17.94,47.01,8.61,5.32,15.73,36.18,130331.0,123255.0,113120.0,14656.0
050US48481,48481,0,41188,16606,17051,13.89,69.01,14.95,31.29,0.37,0.31,0.06,15.35,37,16.54,5.99,10.88,74.99,71.26,66.55,41.4,28423.0,6159.0,49.2,50.8,96.86,92.72,67.9,12888.0,31.29,153.0,129.0,26.0,29.26,30.25,9.74,4.6,19.71,28.74,30888.0,29351.0,27410.0,5722.0
050US48483,48483,0,5284,2687,1798,20.87,87.83,2.78,12.57,0.78,0.55,0.08,8.06,49,12.99,1.84,19.91,78.2,75.11,71.74,34.03,4641.0,147.0,47.92,52.08,92.01,87.39,68.65,664.0,12.57,41.0,29.0,4.0,30.6,27.96,9.72,3.3,18.74,24.89,4132.0,3969.0,3791.0,1103.0
050US48485,48485,0,131664,53304,61805,12.7,78.76,10.23,12.23,0.89,1.84,0.09,8.28,34,13.19,5.87,9.12,77.77,74.85,67.73,46.94,103705.0,13466.0,50.93,49.07,103.8,103.43,67.8,16097.0,12.23,1176.0,2418.0,114.0,29.83,20.11,14.3,5.67,21.46,25.15,102393.0,98544.0,89181.0,16718.0
050US48487,48487,0,14676,6371,6020,16.18,78.17,8.86,20.54,0.66,0.63,0.03,11.67,39,13.06,3.76,13.09,76.91,72.1,67.04,41.02,11472.0,1301.0,49.5,50.5,98.0,91.67,64.25,3015.0,20.54,97.0,93.0,4.0,29.52,27.81,12.27,4.83,17.92,27.9,11288.0,10582.0,9839.0,2375.0
050US48489,48489,0,20082,6727,8853,11.59,70.37,2.19,85.69,0.5,0.11,0.03,26.83,39,33.21,13.81,16.99,72.18,68.37,62.9,44.08,14132.0,439.0,51.27,48.73,105.21,104.93,78.53,17209.0,85.69,101.0,22.0,6.0,24.36,51.25,5.43,2.07,11.03,31.63,14495.0,13730.0,12632.0,2328.0
